year,gear,tmp,region,len,lentype,num
2000,2,1,1,363,SL,13
2000,2,1,1,374,SL,4
2000,2,1,1,318,FL,1
2000,2,1,1,305,FL,17
2000,2,1,1,311,FL,8
2000,2,1,1,320,SL,6
2000,2,1,1,327,TL,6
2000,2,1,1,285,TL,19
2000,2,1,1,331,SL,16
2000,2,1,1,401,SL,10
2000,2,1,1,330,SL,11
2000,2,1,1,358,TL,7
2000,2,1,1,324,FL,13
2000,2,1,1,369,TL,14
2000,2,1,1,267,SL,7
2000,2,1,1,340,FL,2
2000,2,1,1,340,FL,6
2000,2,1,1,332,FL,8
2000,2,1,1,338,TL,3
2000,2,1,1,341,TL,19
2000,2,1,1,362,FL,20
2000,2,1,1,343,FL,17
2000,2,1,1,401,FL,19
2000,2,1,1,399,FL,3
2000,2,1,1,336,SL,17
2000,2,1,1,364,TL,1
2000,2,1,2,387,FL,4
2000,2,1,2,446,FL,13
2000,2,1,2,380,FL,13
2000,2,1,2,393,FL,13
2000,2,1,2,373,SL,3
2000,2,1,2,427,SL,10
2000,2,1,2,378,FL,12
2000,2,1,2,331,SL,20
2000,2,1,2,410,TL,11
2000,2,1,2,375,TL,19
2000,2,1,2,408,SL,14
2000,2,1,2,420,FL,20
2000,2,1,2,388,FL,16
2000,2,1,2,358,FL,14
2000,2,1,2,419,SL,6
2000,2,1,2,396,SL,11
2000,2,1,2,397,TL,10
2000,2,1,2,422,TL,9
2000,2,1,2,358,FL,14
2000,2,1,2,364,TL,17
2000,2,1,2,396,TL,6
2000,2,1,2,377,TL,5
2000,2,1,2,416,FL,14
2000,2,1,2,361,SL,7
2000,2,1,2,370,TL,16
2000,2,1,2,406,SL,6
2000,2,1,2,425,FL,19
2000,2,1,2,407,SL,10
2000,2,1,2,393,FL,20
2000,2,1,2,425,TL,17
2000,2,1,2,424,FL,16
2000,2,1,2,393,FL,13
2000,2,1,2,380,TL,15
2000,2,1,2,372,TL,9
2000,2,1,2,381,SL,16
2000,2,1,2,404,TL,13
2000,2,1,2,347,TL,6
2000,2,1,2,429,TL,15
2000,2,1,2,370,FL,17
2000,2,1,2,411,FL,1
2000,2,1,2,417,TL,15
2000,2,1,2,422,SL,2
2000,2,1,2,400,FL,7
2000,2,1,2,404,FL,5
2000,2,1,2,430,FL,15
2000,2,1,2,380,FL,15
2000,2,1,2,371,SL,3
2000,2,1,2,373,FL,2
2000,2,1,2,414,FL,7
2000,2,1,2,429,FL,10
2000,2,1,2,361,TL,3
2000,2,1,2,422,SL,20
2000,2,1,2,410,SL,20
2000,2,1,2,357,FL,11
2000,2,1,2,422,TL,13
2000,2,1,2,372,FL,4
2000,2,1,2,426,TL,16
2000,2,1,2,379,TL,17
2000,2,1,2,425,FL,6
2000,2,1,2,418,TL,19
2000,2,1,2,444,FL,13
2000,2,1,2,433,SL,17
2000,2,1,2,427,SL,10
2000,2,1,2,372,TL,1
2000,2,1,2,371,TL,5
2000,2,1,2,405,TL,2
2000,2,1,2,402,SL,19
2000,2,1,2,389,SL,19
2000,2,1,2,359,TL,13
2000,2,1,2,426,SL,14
2000,2,1,2,417,FL,8
2000,2,1,2,383,TL,3
2000,2,1,2,332,FL,17
2000,2,1,2,370,TL,13
2000,2,1,2,396,TL,6
2000,2,1,2,387,FL,5
2000,2,1,2,464,TL,5
2000,2,1,2,372,TL,18
2000,2,1,2,430,TL,7
2000,2,1,2,401,TL,17
2000,2,1,2,422,SL,2
2000,2,1,2,370,FL,5
2000,2,1,2,364,FL,4
2000,2,1,2,422,TL,8
2000,2,1,2,417,SL,5
2000,2,1,2,428,FL,5
2000,2,1,2,465,TL,7
2000,2,1,2,380,TL,3
2000,2,1,2,414,FL,3
2000,2,1,2,413,SL,9
2000,2,1,2,400,TL,13
2000,2,1,2,410,SL,10
2000,2,1,2,388,FL,6
2000,2,1,2,437,TL,17
2000,2,1,2,373,FL,2
2000,2,1,2,410,FL,9
2000,2,1,2,352,TL,18
2000,2,1,2,370,FL,20
2000,2,1,2,419,FL,12
2000,2,1,2,388,SL,18
2000,2,1,2,392,FL,12
2000,2,1,2,371,SL,4
2000,2,1,2,427,FL,17
2000,2,1,2,400,FL,9
2000,2,1,2,301,TL,6
2000,2,1,2,432,SL,19
2000,2,1,2,413,FL,13
2000,2,1,2,340,FL,20
2000,2,1,2,453,FL,3
2000,2,1,2,417,SL,6
2000,2,1,2,350,SL,12
2000,2,1,2,389,TL,17
2000,2,1,2,393,SL,10
2000,2,1,2,452,TL,10
2000,2,1,2,381,SL,17
2000,2,1,2,375,TL,1
2000,2,1,2,442,SL,8
2000,2,1,2,333,FL,6
2000,2,1,2,412,SL,12
2000,2,1,2,451,FL,13
2000,2,1,2,391,SL,2
2000,2,1,2,389,TL,10
2000,2,1,2,357,FL,11
2000,2,1,2,395,FL,1
2000,2,1,2,408,TL,10
2000,2,1,2,405,FL,16
2000,2,1,2,399,FL,9
2000,2,1,2,416,FL,9
2000,2,1,2,370,SL,7
2000,2,1,2,421,TL,14
2000,2,1,2,398,TL,8
2000,2,1,2,397,TL,20
2000,2,1,2,381,SL,2
2000,2,1,2,472,FL,11
2000,2,1,2,355,TL,7
2000,2,1,2,438,SL,8
2000,2,1,2,473,TL,8
2000,2,1,2,407,FL,14
2000,2,1,2,393,FL,2
2000,2,1,2,392,FL,13
2000,2,1,2,418,SL,12
2000,2,1,2,364,TL,17
2000,2,1,2,466,TL,20
2000,2,1,2,404,SL,6
2000,2,1,2,390,TL,12
2000,2,1,2,396,TL,18
2000,2,1,2,392,TL,9
2000,2,1,2,411,FL,7
2000,2,1,2,402,FL,14
2000,2,1,2,436,SL,10
2000,2,1,2,427,TL,11
2000,2,1,2,424,SL,12
2000,2,1,2,408,SL,14
2000,2,1,2,429,TL,8
2000,2,1,2,396,SL,12
2000,2,1,2,389,TL,15
2000,2,1,2,433,FL,13
2000,2,1,2,430,TL,17
2000,2,1,2,393,FL,20
2000,2,1,2,421,SL,18
2000,2,1,2,391,SL,12
2000,2,1,2,401,TL,15
2000,2,1,2,468,TL,5
2000,2,1,2,397,FL,5
2000,2,1,2,441,SL,9
2000,2,1,2,411,SL,3
2000,2,1,2,402,FL,6
2000,2,1,2,401,TL,7
2000,2,1,2,413,TL,10
2000,2,1,2,398,SL,6
2000,2,1,2,378,SL,8
2000,2,1,2,433,TL,7
2000,2,1,2,361,TL,2
2000,2,1,2,404,SL,13
2000,2,1,2,434,FL,8
2000,2,1,2,390,TL,20
2000,2,1,2,435,TL,15
2000,2,1,2,415,FL,20
2000,2,1,2,439,SL,10
2000,2,1,2,396,TL,11
2000,2,1,2,452,FL,17
2000,2,1,2,373,SL,1
2000,2,1,2,418,FL,4
2000,2,1,2,425,TL,6
2000,2,1,2,421,TL,18
2000,2,1,2,350,TL,8
2000,2,1,2,406,SL,1
2000,2,1,2,378,FL,3
2000,2,1,2,353,FL,13
2000,2,1,2,407,SL,1
2000,2,1,2,433,FL,8
2000,2,1,2,371,SL,15
2000,2,1,2,404,FL,10
2000,2,1,2,411,TL,10
2000,2,1,2,362,SL,20
2000,2,1,2,389,FL,12
2000,2,1,2,409,FL,16
2000,2,1,2,400,FL,13
2000,2,1,2,385,FL,11
2000,2,1,2,376,SL,3
2000,2,1,2,358,SL,11
2000,2,1,2,392,TL,1
2000,2,1,2,443,FL,17
2000,2,1,2,398,SL,11
2000,2,1,2,406,FL,1
2000,2,1,2,402,SL,1
2000,2,1,2,350,FL,4
2000,2,1,2,456,SL,2
2000,2,1,2,424,SL,13
2000,2,1,2,451,SL,16
2000,2,1,2,422,TL,15
2000,2,1,2,438,FL,3
2000,2,1,2,418,TL,7
2000,2,1,2,379,TL,10
2000,2,1,2,407,TL,10
2000,2,1,2,451,TL,3
2000,2,1,2,388,SL,15
2000,2,1,2,425,TL,16
2000,2,1,2,415,TL,10
2000,2,1,2,427,SL,9
2000,2,1,2,411,TL,10
2000,2,1,2,372,SL,15
2000,2,1,2,443,TL,15
2000,2,1,2,356,FL,1
2000,2,1,2,408,FL,3
2000,2,1,2,433,FL,12
2000,2,1,2,468,FL,17
2000,2,1,2,403,SL,18
2000,2,1,2,371,FL,3
2000,2,1,2,430,FL,19
2000,2,1,2,370,FL,5
2000,2,1,2,362,FL,3
2000,2,1,2,423,TL,19
2000,2,1,2,402,FL,8
2000,2,1,2,380,FL,18
2000,2,1,2,433,FL,14
2000,2,1,2,348,FL,8
2000,2,1,2,424,TL,9
2000,2,1,2,402,SL,4
2000,2,1,2,415,TL,1
2000,2,1,2,383,SL,16
2000,2,1,2,335,TL,6
2000,2,1,2,408,FL,8
2000,2,1,2,375,FL,5
2000,2,1,2,368,TL,11
2000,2,1,2,430,TL,12
2000,2,1,2,403,FL,3
2000,2,1,2,385,FL,14
2000,2,1,2,383,FL,20
2000,2,1,2,390,SL,13
2000,1,2,1,260,SL,19
2000,1,2,1,236,SL,14
2000,1,2,1,245,SL,16
2000,1,2,1,283,TL,13
2000,1,2,1,271,TL,2
2000,1,2,1,228,SL,14
2000,1,2,1,265,SL,4
2000,1,2,1,230,FL,1
2000,1,2,1,240,SL,1
2000,1,2,1,240,SL,1
2000,1,2,1,219,FL,3
2000,1,2,1,260,FL,2
2000,1,2,1,254,FL,6
2000,1,2,1,241,TL,1
2000,1,2,1,269,TL,14
2000,1,2,1,195,SL,20
2000,1,2,1,277,SL,14
2000,1,2,1,229,TL,14
2000,1,2,1,192,FL,15
2000,1,2,1,238,TL,10
2000,1,2,1,282,FL,11
2000,1,2,1,212,SL,4
2000,1,2,1,186,SL,14
2000,1,2,1,285,SL,12
2000,1,2,1,249,TL,8
2000,1,2,1,192,SL,15
2000,1,2,1,229,SL,15
2000,1,2,1,283,TL,14
2000,1,2,1,226,SL,14
2000,1,2,1,190,FL,9
2000,1,2,1,259,FL,11
2000,1,2,1,219,TL,19
2000,1,2,1,243,FL,19
2000,1,2,1,215,SL,4
2000,1,2,1,276,TL,17
2000,1,2,1,210,TL,17
2000,1,2,1,262,SL,19
2000,1,2,1,278,FL,5
2000,1,2,1,207,SL,3
2000,1,2,1,211,FL,3
2000,1,2,1,265,SL,10
2000,1,2,1,200,FL,12
2000,1,2,1,294,SL,2
2000,1,2,1,271,TL,12
2000,1,2,1,260,TL,3
2000,1,2,1,194,SL,2
2000,1,2,1,274,TL,17
2000,1,2,1,226,TL,9
2000,1,2,1,265,SL,7
2000,1,2,1,263,SL,2
2000,1,2,1,245,SL,18
2000,1,2,1,323,TL,15
2000,1,2,1,221,TL,15
2000,1,2,1,275,FL,8
2000,1,2,1,263,TL,19
2000,1,2,1,200,SL,15
2000,1,2,1,244,FL,12
2000,1,2,1,252,TL,10
2000,1,2,1,202,SL,13
2000,1,2,1,242,TL,13
2000,1,2,1,255,FL,6
2000,1,2,1,239,SL,3
2000,1,2,1,210,SL,1
2000,1,2,1,260,TL,8
2000,1,2,1,240,SL,16
2000,1,2,1,272,FL,19
2000,1,2,1,251,TL,8
2000,1,2,1,230,FL,10
2000,1,2,1,268,TL,3
2000,1,2,1,192,TL,10
2000,1,2,1,273,FL,12
2000,1,2,1,254,TL,14
2000,1,2,1,193,SL,4
2000,1,2,1,271,TL,1
2000,1,2,1,264,SL,2
2000,1,2,1,268,TL,14
2000,1,2,1,268,TL,11
2000,1,2,1,207,SL,7
2000,1,2,1,274,TL,12
2000,1,2,1,235,SL,6
2000,1,2,1,256,FL,7
2000,1,2,1,234,TL,14
2000,1,2,1,238,SL,15
2000,1,2,1,273,SL,18
2000,1,2,1,218,SL,20
2000,1,2,1,218,SL,10
2000,1,2,1,273,TL,16
2000,1,2,1,256,FL,12
2000,1,2,1,253,SL,19
2000,1,2,1,240,SL,8
2000,1,2,1,246,SL,3
2000,1,2,1,287,TL,14
2000,1,2,1,308,FL,4
2000,1,2,1,287,FL,15
2000,1,2,1,265,SL,18
2000,1,2,1,289,FL,1
2000,1,2,1,219,TL,15
2000,1,2,1,250,FL,9
2000,1,2,1,243,SL,9
2000,1,2,1,254,SL,15
2000,1,2,1,329,TL,7
2000,1,2,1,247,SL,14
2000,1,2,1,259,TL,14
2000,1,2,1,195,TL,11
2000,1,2,1,287,FL,9
2000,1,2,1,297,FL,2
2000,1,2,1,254,SL,11
2000,1,2,1,248,FL,7
2000,1,2,1,241,SL,3
2000,1,2,1,246,SL,18
2000,1,2,1,229,FL,7
2000,1,2,1,253,TL,9
2000,1,2,1,289,FL,15
2000,1,2,1,233,FL,13
2000,1,2,1,288,TL,13
2000,1,2,1,265,TL,11
2000,1,2,1,208,SL,5
2000,1,2,1,206,SL,1
2000,1,2,1,256,FL,5
2000,1,2,1,303,TL,11
2000,1,2,1,218,SL,18
2000,1,2,1,277,FL,13
2000,1,2,1,250,FL,18
2000,1,2,1,276,FL,12
2000,1,2,1,255,SL,11
2000,1,2,1,244,SL,14
2000,1,2,1,290,SL,11
2000,1,2,1,167,FL,4
2000,1,2,1,213,TL,15
2000,1,2,1,270,SL,20
2000,1,2,1,291,TL,17
2000,1,2,1,282,TL,10
2000,1,2,1,238,FL,4
2000,1,2,1,259,TL,16
2000,1,2,1,216,SL,16
2000,1,2,1,298,TL,7
2000,1,2,1,258,TL,13
2000,1,2,1,253,SL,9
2000,1,2,1,296,TL,12
2000,1,2,1,263,SL,7
2000,1,2,1,205,FL,8
2000,1,2,1,223,FL,8
2000,1,2,1,262,SL,3
2000,1,2,1,246,FL,14
2000,1,2,1,235,TL,10
2000,1,2,1,258,SL,13
2000,1,2,1,226,FL,8
2000,1,2,1,235,SL,4
2000,1,2,1,269,SL,14
2000,1,2,1,236,SL,8
2000,1,2,1,220,TL,17
2000,1,2,1,253,FL,7
2000,1,2,1,248,FL,5
2000,1,2,1,302,FL,16
2000,1,2,1,228,SL,20
2000,1,2,1,213,TL,1
2000,1,2,1,254,SL,12
2000,1,2,1,231,SL,3
2000,1,2,1,204,TL,14
2000,1,2,1,242,FL,13
2000,1,2,1,296,SL,20
2000,1,2,1,248,TL,11
2000,1,2,1,301,SL,4
2000,1,2,1,229,TL,17
2000,1,2,1,220,SL,5
2000,1,2,1,227,FL,1
2000,1,2,1,286,SL,3
2000,1,2,1,251,FL,11
2000,1,2,1,327,FL,18
2000,1,2,1,271,SL,17
2000,1,2,1,287,TL,5
2000,1,2,1,321,TL,7
2000,1,2,1,288,FL,20
2000,1,2,1,242,FL,10
2000,1,2,1,219,TL,13
2000,1,2,1,210,TL,18
2000,1,2,1,187,TL,9
2000,1,2,1,215,TL,7
2000,1,2,1,240,SL,11
2000,1,2,1,244,TL,7
2000,1,2,1,262,TL,15
2000,1,2,1,239,TL,13
2000,1,2,1,325,FL,6
2000,1,2,1,237,SL,3
2000,1,2,1,314,FL,9
2000,1,2,1,285,TL,5
2000,1,2,1,234,TL,9
2000,1,2,1,256,FL,15
2000,1,2,1,237,SL,7
2000,1,2,1,235,SL,11
2000,1,2,1,263,FL,14
2000,1,2,1,233,SL,2
2000,1,2,1,233,SL,9
2000,1,2,1,241,SL,12
2000,1,2,1,256,SL,13
2000,1,2,1,280,SL,19
2000,1,2,1,279,SL,19
2000,1,2,1,234,FL,14
2000,1,2,1,250,FL,16
2000,1,2,1,231,FL,17
2000,1,2,1,266,TL,17
2000,1,2,1,244,TL,10
2000,1,2,1,256,FL,7
2000,1,2,1,253,SL,5
2000,1,2,1,161,SL,6
2000,1,2,1,230,FL,20
2000,1,2,1,228,SL,6
2000,1,2,1,247,SL,10
2000,1,2,1,308,FL,10
2000,1,2,1,273,TL,15
2000,1,2,1,253,SL,5
2000,1,2,1,256,SL,6
2000,1,2,1,249,SL,19
2000,1,2,1,212,TL,16
2000,1,2,1,253,SL,16
2000,1,2,1,283,SL,17
2000,1,2,1,234,FL,14
2000,1,2,1,218,TL,16
2000,1,2,1,257,TL,7
2000,1,2,1,251,SL,14
2000,1,2,1,209,TL,7
2000,1,2,1,248,FL,9
2000,1,2,1,244,SL,17
2000,1,2,1,267,TL,9
2000,1,2,1,245,TL,9
2000,1,2,1,266,SL,17
2000,1,2,1,252,SL,14
2000,1,2,1,186,TL,18
2000,1,2,1,263,SL,4
2000,1,2,1,283,FL,9
2000,1,2,1,255,FL,8
2000,1,2,1,246,FL,11
2000,1,2,1,285,TL,8
2000,1,2,1,222,TL,20
2000,1,2,1,233,TL,11
2000,1,2,1,196,FL,7
2000,1,2,1,272,FL,16
2000,1,2,1,206,SL,2
2000,1,2,1,243,SL,1
2000,1,2,1,235,SL,4
2000,1,2,1,216,SL,1
2000,1,2,1,317,SL,4
2000,1,2,1,251,FL,4
2000,1,2,1,216,TL,17
2000,1,2,1,254,FL,19
2000,1,2,1,210,TL,14
2000,1,2,1,287,FL,15
2000,1,2,1,273,SL,4
2000,1,2,1,260,SL,5
2000,1,2,1,236,TL,20
2000,1,2,2,307,SL,20
2000,1,2,2,289,FL,10
2000,1,2,2,332,SL,11
2000,1,2,2,297,FL,20
2000,1,2,2,300,SL,6
2000,1,2,2,304,FL,20
2000,1,2,2,317,SL,4
2000,1,2,2,304,SL,13
2000,1,2,2,298,FL,2
2000,1,2,2,316,FL,7
2000,1,2,2,317,TL,6
2000,1,2,2,350,SL,2
2000,1,2,2,332,SL,20
2000,1,2,2,288,FL,14
2000,1,2,2,323,SL,9
2000,1,2,2,225,SL,9
2000,1,2,2,321,TL,2
2000,1,2,2,315,FL,19
2000,1,2,2,283,TL,10
2000,1,2,2,310,SL,16
2000,1,2,2,296,SL,19
2000,1,2,2,305,FL,3
2000,1,2,2,321,SL,12
2000,1,2,2,313,TL,19
2000,1,2,2,289,FL,14
2000,1,2,2,322,FL,2
2000,1,2,2,277,FL,8
2000,1,2,2,308,SL,1
2000,1,2,2,292,SL,5
2000,1,2,2,333,FL,3
2000,1,2,2,295,TL,1
2000,1,2,2,279,SL,13
2000,1,2,2,275,TL,1
2000,1,2,2,280,FL,8
2000,1,2,2,277,SL,2
2000,1,2,2,319,FL,10
2000,1,2,2,297,SL,1
2000,1,2,2,274,FL,19
2000,1,2,2,342,FL,13
2000,1,2,2,317,TL,1
2000,1,2,2,283,SL,9
2000,1,2,2,323,SL,13
2000,1,2,2,293,FL,18
2000,1,2,2,278,TL,2
2000,1,2,2,254,FL,7
2000,1,2,2,290,SL,10
2000,1,2,2,294,TL,7
2000,1,2,2,297,FL,1
2000,1,2,2,290,TL,18
2000,1,2,2,330,FL,10
2000,1,2,2,292,SL,18
2000,1,2,2,297,SL,15
2000,1,2,2,298,TL,1
2000,1,2,2,282,SL,14
2000,1,2,2,289,FL,18
2000,1,2,2,287,SL,18
2000,1,2,2,288,FL,6
2000,1,2,2,277,SL,11
2000,1,2,2,298,FL,10
2000,1,2,2,285,FL,17
2000,1,2,2,303,TL,2
2000,1,2,2,311,FL,14
2000,1,2,2,298,TL,15
2000,1,2,2,267,SL,12
2000,1,2,2,234,FL,14
2000,1,2,2,299,FL,3
2000,1,2,2,315,TL,15
2000,1,2,2,298,SL,3
2000,1,2,2,296,SL,5
2000,1,2,2,351,TL,10
2000,1,2,2,280,TL,10
2000,1,2,2,322,SL,5
2000,1,2,2,264,SL,4
2000,1,2,2,300,FL,20
2000,1,2,2,281,SL,5
2000,1,2,2,285,TL,3
2000,1,2,2,339,TL,9
2000,1,2,2,281,SL,3
2000,1,2,2,277,TL,18
2000,1,2,2,337,TL,12
2000,1,2,2,295,SL,18
2000,1,2,2,260,FL,18
2000,1,2,2,292,FL,14
2000,1,2,2,329,FL,6
2000,1,2,2,278,SL,18
2000,1,2,2,319,FL,9
2000,1,2,2,250,TL,19
2000,1,2,2,233,SL,6
2000,1,2,2,348,TL,19
2000,1,2,2,306,TL,12
2000,1,2,2,288,SL,18
2000,1,2,2,327,TL,8
2000,1,2,2,267,TL,3
2000,1,2,2,292,SL,2
2000,1,2,2,318,FL,16
2000,1,2,2,300,FL,10
2000,1,2,2,357,TL,12
2000,1,2,2,279,SL,4
2000,1,2,2,318,FL,10
2000,1,2,2,358,TL,3
2000,1,2,2,339,FL,16
2000,1,2,2,321,FL,3
2000,1,2,2,309,FL,12
2000,1,2,2,312,TL,16
2000,1,2,2,252,SL,5
2000,1,2,2,273,SL,8
2000,1,2,2,251,TL,2
2000,1,2,2,367,TL,1
2000,1,2,2,321,FL,19
2000,1,2,2,360,TL,6
2000,1,2,2,312,SL,15
2000,1,2,2,287,FL,16
2000,1,2,2,334,FL,4
2000,1,2,2,315,TL,19
2000,1,2,2,327,SL,5
2000,1,2,2,296,SL,3
2000,1,2,2,303,TL,2
2000,1,2,2,287,TL,15
2000,1,2,2,356,SL,10
2000,1,2,2,313,SL,1
2000,1,2,2,277,TL,2
2000,1,2,2,264,FL,2
2000,1,2,2,287,TL,17
2000,1,2,2,250,TL,7
2000,1,2,2,292,TL,2
2000,1,2,2,284,SL,6
2000,1,2,2,285,TL,8
2000,1,2,2,332,SL,2
2000,1,2,2,288,SL,12
2000,1,2,2,310,TL,11
2000,1,2,2,277,FL,7
2000,1,2,2,294,TL,14
2000,1,2,2,323,SL,9
2000,1,2,2,290,SL,13
2000,1,2,2,258,TL,9
2000,1,2,2,294,SL,15
2000,1,2,2,263,TL,1
2000,1,2,2,340,SL,14
2000,1,2,2,315,SL,14
2000,1,2,2,306,SL,20
2000,1,2,2,329,FL,13
2000,1,2,2,306,FL,1
2000,1,2,2,279,TL,17
2000,1,2,2,343,TL,11
2000,1,2,2,301,TL,17
2000,1,2,2,282,SL,11
2000,1,2,2,309,TL,18
2000,1,2,2,349,FL,19
2000,1,2,2,264,FL,9
2000,1,2,2,286,TL,10
2000,1,2,2,346,TL,7
2000,1,2,2,266,SL,19
2000,1,2,2,314,FL,9
2000,1,2,2,311,SL,3
2000,1,2,2,271,SL,15
2000,1,2,2,300,FL,3
2000,1,2,2,325,FL,5
2000,1,2,2,314,TL,14
2000,1,2,2,335,SL,2
2000,1,2,2,362,SL,18
2000,1,2,2,254,SL,1
2000,1,2,2,287,SL,9
2000,1,2,2,345,TL,18
2000,1,2,2,332,SL,5
2000,1,2,2,322,FL,15
2000,1,2,2,282,FL,1
2000,1,2,2,271,SL,13
2000,1,2,2,302,SL,16
2000,1,2,2,272,FL,20
2000,1,2,2,302,TL,9
2000,1,2,2,290,FL,2
2000,1,2,2,321,TL,1
2000,1,2,2,320,SL,16
2000,1,2,2,256,SL,7
2000,1,2,2,319,SL,1
2000,1,2,2,240,TL,11
2000,1,2,2,289,FL,7
2000,1,2,2,343,SL,16
2000,1,2,2,306,SL,17
2000,1,2,2,304,SL,8
2000,1,2,2,299,TL,11
2000,1,2,2,289,TL,13
2000,1,2,2,249,TL,8
2000,1,2,2,341,FL,19
2000,1,2,2,285,FL,7
2000,1,2,2,279,SL,12
2000,1,2,2,329,TL,18
2000,1,2,2,333,FL,10
2000,1,2,2,312,SL,20
2000,1,2,2,302,FL,18
2000,1,2,2,298,SL,9
2000,1,2,2,314,TL,8
2000,1,2,2,297,SL,16
2000,1,2,2,300,FL,13
2000,1,2,2,213,FL,13
2000,1,2,2,345,SL,16
2000,1,2,2,253,TL,10
2000,1,2,2,306,FL,15
2000,1,2,2,238,SL,8
2000,1,2,2,320,TL,12
2000,1,2,2,347,FL,11
2000,1,2,2,335,FL,15
2000,1,2,2,302,SL,4
2000,1,2,2,253,TL,2
2000,1,2,2,284,FL,18
2000,1,2,2,319,TL,1
2000,1,2,2,283,TL,1
2000,1,2,2,288,TL,4
2000,1,2,2,292,FL,1
2000,1,2,2,275,SL,17
2000,1,2,2,328,FL,19
2000,1,2,2,257,FL,13
2000,1,2,2,316,FL,7
2000,1,2,2,280,SL,16
2000,1,2,2,342,TL,2
2000,1,2,2,319,SL,9
2000,1,2,2,327,SL,16
2000,1,2,2,270,FL,16
2000,1,2,2,283,FL,6
2000,1,2,2,232,FL,4
2000,1,2,2,301,SL,14
2000,1,2,2,254,FL,16
2000,1,2,2,337,TL,14
2000,1,2,2,356,FL,12
2000,1,2,2,282,TL,12
2000,1,2,2,314,TL,13
2000,1,2,2,320,TL,10
2000,1,2,2,313,TL,8
2000,1,2,2,289,SL,4
2000,1,2,2,238,SL,15
2000,1,2,2,265,FL,5
2000,1,2,2,273,FL,6
2000,1,2,2,230,FL,3
2000,1,2,2,276,SL,18
2000,1,2,2,247,SL,1
2000,1,2,2,310,TL,3
2000,1,2,2,277,SL,2
2000,1,2,2,300,TL,12
2000,1,2,2,313,SL,7
2000,1,2,2,241,SL,19
2000,1,2,2,291,SL,11
2000,1,2,2,307,FL,3
2000,1,2,2,282,TL,17
2000,1,2,2,363,FL,13
2000,1,2,2,330,TL,10
2000,1,2,2,329,TL,16
2000,1,2,2,327,TL,18
2000,1,2,2,339,FL,12
2000,1,2,2,329,TL,12
2000,1,2,2,302,SL,18
2000,2,2,1,319,TL,18
2000,2,2,1,322,SL,9
2000,2,2,1,368,TL,10
2000,2,2,1,369,TL,13
2000,2,2,1,378,SL,13
2000,2,2,1,287,FL,16
2000,2,2,1,376,FL,16
2000,2,2,1,347,TL,20
2000,2,2,1,394,SL,16
2000,2,2,1,337,FL,2
2000,2,2,1,340,TL,17
2000,2,2,1,383,FL,8
2000,2,2,1,414,FL,14
2000,2,2,1,267,TL,15
2000,2,2,1,332,SL,11
2000,2,2,1,328,FL,13
2000,2,2,1,389,SL,14
2000,2,2,1,340,TL,7
2000,2,2,1,344,SL,9
2000,2,2,1,307,SL,16
2000,2,2,1,343,TL,17
2000,2,2,1,336,TL,8
2000,2,2,1,374,FL,16
2000,2,2,1,364,SL,20
2000,2,2,1,364,FL,16
2000,2,2,1,413,TL,9
2000,2,2,1,364,FL,20
2000,2,2,1,346,TL,7
2000,2,2,1,398,FL,9
2000,2,2,1,307,SL,16
2000,2,2,1,316,SL,2
2000,2,2,1,351,SL,9
2000,2,2,1,318,FL,4
2000,2,2,1,428,SL,16
2000,2,2,1,311,TL,16
2000,2,2,1,388,SL,8
2000,2,2,1,422,TL,17
2000,2,2,1,380,FL,18
2000,2,2,1,347,FL,19
2000,2,2,1,313,TL,7
2000,2,2,1,362,SL,9
2000,2,2,1,320,FL,10
2000,2,2,1,359,SL,1
2000,2,2,1,336,FL,18
2000,2,2,1,409,FL,11
2000,2,2,1,318,FL,3
2000,2,2,1,399,SL,7
2000,2,2,1,299,TL,7
2000,2,2,1,329,TL,4
2000,2,2,1,353,TL,15
2000,2,2,1,352,SL,8
2000,2,2,1,397,SL,3
2000,2,2,1,381,TL,11
2000,2,2,1,330,TL,10
2000,2,2,1,344,FL,3
2000,2,2,1,347,TL,11
2000,2,2,1,295,TL,5
2000,2,2,1,377,TL,10
2000,2,2,1,343,TL,15
2000,2,2,1,338,TL,20
2000,2,2,1,398,TL,15
2000,2,2,1,375,FL,17
2000,2,2,1,436,TL,16
2000,2,2,1,331,SL,20
2000,2,2,1,350,FL,9
2000,2,2,1,383,FL,16
2000,2,2,1,316,SL,4
2000,2,2,1,296,SL,14
2000,2,2,1,372,TL,7
2000,2,2,1,343,TL,11
2000,2,2,1,361,FL,18
2000,2,2,1,389,SL,14
2000,2,2,1,384,FL,4
2000,2,2,1,404,FL,2
2000,2,2,1,364,FL,8
2000,2,2,1,356,SL,1
2000,2,2,1,381,SL,16
2000,2,2,1,384,TL,20
2000,2,2,1,394,SL,16
2000,2,2,1,378,FL,17
2000,2,2,1,316,SL,14
2000,2,2,1,326,TL,15
2000,2,2,1,322,FL,19
2000,2,2,1,400,FL,13
2000,2,2,1,292,TL,4
2000,2,2,1,341,FL,6
2000,2,2,1,342,SL,15
2000,2,2,1,411,TL,9
2000,2,2,1,381,FL,1
2000,2,2,1,401,SL,16
2000,2,2,1,351,FL,9
2000,2,2,1,356,SL,2
2000,2,2,1,365,FL,3
2000,2,2,1,333,TL,17
2000,2,2,1,331,TL,16
2000,2,2,1,367,FL,2
2000,2,2,1,329,SL,13
